document,term,count
1,the,1
1,wizard,1
1,wonderful,1
6,baum,1
6,frank,1
10,contents,1
12,introduction,1
13,cyclone,1
13,the,1
14,council,1
14,munchkins,1
14,the,1
15,dorothy,1
15,how,1
15,saved,1
15,scarecrow,1
16,forest,1
16,road,1
16,the,1
16,through,1
17,rescue,1
17,the,1
17,tin,1
17,woodman,1
18,cowardly,1
18,lion,1
18,the,1
19,great,1
19,journey,1
19,the,1
20,deadly,1
20,field,1
20,poppy,1
20,the,1
21,field,1
21,mice,1
21,queen,1
21,the,1
22,gates,1
22,guardian,1
22,the,1
23,city,1
23,emerald,1
23,the,1
24,search,1
24,the,1
24,wicked,1
24,witch,1
25,rescue,1
25,the,1
26,monkeys,1
26,the,1
26,winged,1
27,discovery,1
27,terrible,1
27,the,1
28,art,1
28,great,1
28,humbug,1
28,magic,1
28,the,1
29,balloon,1
29,how,1
29,launched,1
29,was,1
30,away,1
30,south,1
31,attacked,1
31,fighting,1
31,trees,1
32,china,1
32,country,1
32,dainty,1
32,the,1
33,beasts,1
33,becomes,1
33,king,1
33,lion,1
33,the,1
34,country,1
34,quadlings,1
34,the,1
35,dorothys,1
35,glinda,1
35,good,1
35,grants,1
35,the,1
35,wish,1
35,witch,1
36,again,1
36,home,1
41,introduction,1
44,childhood,1
44,fairy,1
44,folklore,1
44,followed,1
44,legends,1
44,myths,1
44,tales,1
45,ages,1
45,every,1
45,healthy,1
45,wholesome,1
45,youngster,1
46,fantastic,1
46,instinctive,1
46,love,1
46,manifestly,1
46,marvelous,1
46,stories,1
47,andersen,1
47,brought,1
47,fairies,1
47,grimm,1
47,the,1
47,unreal,1
47,winged,1
48,childish,1
48,creations,1
48,happiness,1
48,hearts,1
48,human,1
50,fairy,1
50,generations,1
50,may,1
50,now,1
50,old,1
50,served,1
50,tale,1
50,time,1
50,yet,1
51,childrens,1
51,classed,1
51,historical,1
51,library,1
51,time,1
52,come,1
52,newer,1
52,series,1
52,stereotyped,1
52,tales,1
52,wonder,1
53,dwarf,1
53,eliminated,1
53,fairy,1
53,genie,1
53,horrible,1
53,together,1
54,authors,1
54,bloodcurdling,1
54,devised,1
54,incidents,1
54,point,1
55,education,1
55,fearsome,1
55,includes,1
55,modern,1
55,moral,1
55,morality,1
55,tale,1
56,child,1
56,entertainment,1
56,modern,1
56,seeks,1
56,tales,1
56,therefore,1
56,wonder,1
57,disagreeable,1
57,dispenses,1
57,gladly,1
57,incident,1
59,having,1
59,mind,1
59,story,1
59,the,1
59,thought,1
59,wizard,1
59,wonderful,1
60,aspires,1
60,children,1
60,please,1
60,solely,1
60,today,1
60,written,1
61,fairy,1
61,joy,1
61,modernized,1
61,retained,1
61,tale,1
61,wonderment,1
62,heartaches,1
62,left,1
62,nightmares,1
65,baum,1
65,frank,1
67,april,1
67,chicago,1
72,the,1
72,wizard,1
72,wonderful,1
77,cyclone,1
77,the,1
80,dorothy,1
80,great,1
80,kansas,1
80,lived,1
80,midst,1
80,prairies,1
80,uncle,1
81,aunt,1
81,farmer,1
81,farmers,1
81,henry,1
81,their,1
81,wife,1
82,build,1
82,carried,1
82,house,1
82,lumber,1
82,small,1
82,wagon,1
83,floor,1
83,four,1
83,made,1
83,many,1
83,miles,1
83,one,1
83,roof,1
83,there,1
83,walls,1
84,contained,1
84,cookstove,1
84,cupboard,1
84,looking,1
84,room,2
84,rusty,1
85,beds,1
85,chairs,1
85,dishes,1
85,four,1
85,henry,1
85,table,1
85,three,1
85,uncle,1
86,aunt,1
86,bed,2
86,big,1
86,corner,1
86,dorothy,1
86,little,1
86,one,1
87,another,1
87,cellarexcept,1
87,corner,1
87,garret,1
87,there,1
88,called,1
88,cellar,1
88,cyclone,1
88,dug,1
88,family,1
88,ground,1
88,hole,1
88,small,1
89,arose,1
89,case,1
89,enough,1
89,great,1
89,mighty,1
89,one,1
89,whirlwinds,1
90,building,1
90,crush,1
90,door,1
90,path,1
90,reached,1
90,trap,1
91,dark,1
91,floor,1
91,ladder,1
91,led,1
91,middle,1
91,small,1
92,hole,1
94,around,1
94,doorway,1
94,dorothy,1
94,looked,1
94,see,1
94,stood,1
94,when,1
95,every,1
95,gray,1
95,great,1
95,not,1
95,nothing,1
95,prairie,1
95,side,1
95,tree,1
96,broad,1
96,broke,1
96,country,1
96,edge,1
96,flat,1
96,house,1
96,reached,1
96,sweep,1
97,baked,1
97,directions,1
97,land,1
97,plowed,1
97,sky,1
97,sun,1
97,the,1
98,cracks,1
98,even,1
98,grass,1
98,gray,1
98,little,1
98,mass,1
98,running,1
99,blades,1
99,burned,1
99,green,1
99,long,1
99,sun,1
99,tops,1
100,color,1
100,everywhere,1
100,gray,1
100,house,1
100,once,1
100,seen,1
101,blistered,1
101,paint,1
101,painted,1
101,rains,1
101,sun,1
101,washed,1
102,away,1
102,dull,1
102,else,1
102,everything,1
102,gray,1
102,house,1
102,now,1
104,aunt,1
104,came,1
104,live,1
104,pretty,1
104,sun,1
104,the,1
104,when,1
104,wife,1
104,young,1
105,changed,1
105,sparkle,1
105,taken,1
105,they,1
105,wind,1
106,cheeks,1
106,eyes,1
106,gray,1
106,left,1
106,red,1
106,sober,1
106,taken,1
107,also,1
107,gaunt,1
107,gray,1
107,lips,1
107,never,1
107,she,1
107,thin,1
108,aunt,1
108,came,1
108,dorothy,1
108,first,1
108,now,1
108,orphan,1
108,smiled,1
108,when,1
109,childs,1
109,laughter,1
109,scream,1
109,startled,1
110,dorothys,1
110,hand,1
110,heart,1
110,merry,1
110,press,1
110,upon,1
110,voice,1
110,whenever,1
111,ears,1
111,girl,1
111,little,1
111,looked,1
111,reached,1
111,still,1
111,wonder,1
112,anything,1
112,find,1
112,laugh,1
114,hard,1
114,henry,1
114,laughed,1
114,morning,1
114,never,1
114,night,1
114,till,1
114,uncle,1
114,worked,1
115,also,1
115,beard,1
115,gray,1
115,joy,1
115,know,1
115,long,1
116,boots,1
116,looked,1
116,rarely,1
116,rough,1
116,solemn,1
116,spoke,1
116,stern,1
118,dorothy,1
118,gray,1
118,growing,1
118,laugh,1
118,made,1
118,saved,1
118,toto,1
119,black,1
119,gray,1
119,little,1
119,surroundings,1
119,toto,1
120,black,1
120,dog,1
120,eyes,1
120,hair,1
120,long,1
120,merrily,1
120,silky,1
120,small,1
120,twinkled,1
121,day,1
121,either,1
121,funny,1
121,long,1
121,nose,1
121,played,1
121,side,1
121,toto,1
121,wee,1
122,dearly,1
122,dorothy,1
122,loved,1
122,played,1
124,henry,1
124,however,1
124,playing,1
124,sat,1
124,today,1
124,uncle,1
124,upon,1
125,anxiously,1
125,doorstep,1
125,even,1
125,grayer,1
125,looked,1
125,sky,1
126,arms,1
126,door,1
126,dorothy,1
126,looked,1
126,stood,1
126,toto,1
126,usual,1
127,aunt,1
127,dishes,1
127,sky,1
127,washing,1
129,far,1
129,from,1
129,heard,1
129,henry,1
129,low,1
129,north,1
129,uncle,1
129,wail,1
129,wind,1
130,bowed,1
130,dorothy,1
130,grass,1
130,long,1
130,see,1
130,waves,1
131,air,1
131,came,1
131,coming,1
131,now,1
131,sharp,1
131,storm,1
131,there,1
131,whistling,1
132,eyes,1
132,ripples,1
132,saw,1
132,south,1
132,turned,1
132,way,1
133,also,1
133,coming,1
133,direction,1
133,grass,1
135,henry,1
135,stood,1
135,suddenly,1
135,uncle,1
137,called,1
137,coming,1
137,cyclone,1
137,ill,1
137,look,1
137,theres,1
137,wife,1
138,cows,1
138,ran,1
138,sheds,1
138,stock,1
138,then,1
138,toward,1
139,horses,1
139,kept,1
141,aunt,1
141,came,1
141,door,1
141,dropped,1
141,glance,1
141,one,1
141,told,1
141,work,1
142,close,1
142,danger,1
142,hand,1
144,cellar,1
144,dorothy,1
144,quick,1
144,run,1
144,screamed,1
146,arms,1
146,bed,1
146,dorothys,1
146,girl,1
146,hid,1
146,jumped,1
146,toto,1
147,aunt,1
147,badly,1
147,frightened,1
147,get,1
147,open,1
147,started,1
147,threw,1
147,trap,1
148,climbed,1
148,dark,1
148,door,1
148,floor,1
148,ladder,1
148,small,1
149,aunt,1
149,caught,1
149,dorothy,1
149,follow,1
149,hole,1
149,last,1
149,started,1
149,toto,1
150,across,1
150,came,1
150,great,1
150,halfway,1
150,room,1
150,shriek,1
150,when,1
151,footing,1
151,hard,1
151,house,1
151,lost,1
151,sat,1
151,shook,1
151,wind,1
152,floor,1
152,suddenly,1
152,upon,1
154,happened,1
154,strange,1
154,then,1
154,thing,1
156,around,1
156,house,1
156,rose,1
156,slowly,1
156,the,1
156,three,1
156,times,1
156,two,1
156,whirled,1
157,air,1
157,balloon,1
157,dorothy,1
157,felt,1
157,going,1
159,house,1
159,made,1
159,met,1
159,north,1
159,south,1
159,stood,1
159,the,1
159,winds,1
160,air,1
160,center,1
160,cyclone,2
160,exact,1
160,middle,1
161,every,1
161,generally,1
161,great,1
161,pressure,1
161,side,1
161,still,1
161,wind,1
162,higher,2
162,house,1
162,raised,1
162,top,1
163,carried,1
163,cyclone,1
163,miles,2
163,remained,1
164,away,1
164,carry,1
164,easily,1
164,feather,1
166,around,1
166,dark,1
166,dorothy,1
166,horribly,1
166,howled,1
166,wind,1
167,after,1
167,around,1
167,easily,1
167,first,1
167,found,1
167,quite,1
167,riding,1
167,whirls,1
168,badly,1
168,felt,1
168,house,1
168,one,1
168,time,1
168,tipped,1
169,baby,1
169,cradle,1
169,gently,1
169,like,1
169,rocked,1
171,like,1
171,now,2
171,ran,1
171,room,1
171,toto,1
172,barking,1
172,dorothy,1
172,floor,1
172,loudly,1
172,quite,1
172,sat,1
172,still,1
172,waited,1
173,happen,1
173,see,1
175,door,1
175,fell,1
175,first,1
175,got,1
175,near,1
175,once,1
175,open,1
175,toto,1
175,trap,1
176,but,1
176,girl,1
176,little,1
176,lost,1
176,one,1
176,saw,1
176,soon,1
176,thought,1
177,air,1
177,ears,1
177,hole,1
177,pressure,1
177,sticking,1
177,strong,1
178,crept,1
178,fall,1
178,hole,1
178,keeping,1
178,she,1
179,afterward,1
179,caught,1
179,dragged,1
179,ear,1
179,room,1
179,toto,1
180,accidents,1
180,closing,1
180,door,1
180,happen,1
180,trap,1
182,away,1
182,dorothy,1
182,fright,1
182,got,1
182,hour,2
182,passed,1
182,slowly,1
183,felt,1
183,lonely,1
183,loudly,1
183,quite,1
183,shrieked,1
183,wind,1
184,became,1
184,deaf,1
184,first,1
184,nearly,1
184,wondered,1
185,dashed,1
185,fell,1
185,hours,1
185,house,1
185,pieces,1
186,happened,1
186,nothing,1
186,passed,1
186,resolved,1
186,stopped,1
186,terrible,1
186,worrying,1
187,bring,1
187,calmly,1
187,future,1
187,last,1
187,see,1
187,wait,1
188,bed,1
188,crawled,1
188,floor,1
188,lay,1
188,swaying,1
188,upon,1
189,beside,1
189,followed,1
189,lay,1
189,toto,1
191,house,1
191,spite,1
191,swaying,1
191,wailing,1
191,wind,1
192,asleep,1
192,closed,1
192,dorothy,1
192,eyes,1
192,fast,1
192,fell,1
192,soon,1
197,council,1
197,munchkins,1
197,the,1
200,awakened,1
200,dorothy,1
200,severe,1
200,she,1
200,shock,1
200,sudden,1
201,bed,1
201,hurt,1
201,lying,1
201,might,1
201,soft,1
202,breath,1
202,catch,1
202,happened,1
202,jar,1
202,made,1
202,wonder,1
203,cold,1
203,dismally,1
203,face,1
203,little,1
203,nose,1
203,put,1
203,toto,1
203,whined,1
204,dorothy,1
204,house,1
204,moving,1
204,noticed,1
204,sat,1
205,bright,1
205,came,1
205,dark,1
205,flooding,1
205,sunshine,1
205,window,1
206,bed,1
206,heels,1
206,little,1
206,ran,1
206,room,1
206,she,1
206,sprang,1
206,toto,1
207,door,1
207,opened,1
209,amazement,1
209,cry,1
209,eyes,1
209,gave,1
209,girl,1
209,little,1
209,looked,1
209,the,1
210,bigger,2
210,growing,1
210,saw,1
210,sights,1
210,wonderful,1
212,cyclone,1
212,cyclonein,1
212,gentlyfor,1
212,house,1
212,set,1
212,the,1
213,beauty,1
213,country,1
213,lovely,1
213,marvelous,1
213,midst,1
213,patches,1
213,there,1
214,bearing,1
214,greensward,1
214,luscious,1
214,rich,1
214,stately,1
214,trees,1
215,banks,1
215,birds,1
215,every,1
215,flowers,1
215,fruits,1
215,gorgeous,1
215,hand,1
216,brilliant,1
216,bushes,1
216,fluttered,1
216,plumage,1
216,rare,1
216,sang,1
216,trees,1
217,along,1
217,brook,1
217,little,1
217,rushing,1
217,small,1
217,sparkling,1
217,way,1
218,banks,1
218,girl,1
218,grateful,1
218,green,1
218,little,1
218,murmuring,1
218,voice,1
219,dry,1
219,gray,1
219,lived,1
219,long,1
219,prairies,1
221,beautiful,1
221,eagerly,1
221,looking,1
221,sights,1
221,stood,1
221,strange,1
221,while,1
222,coming,1
222,group,1
222,noticed,1
222,people,1
222,queerest,1
222,toward,1
223,always,1
223,big,1
223,ever,1
223,folk,1
223,grown,1
223,seen,1
223,they,1
224,fact,1
224,neither,1
224,seemed,1
224,small,1
224,used,1
225,age,1
225,although,1
225,child,1
225,dorothy,1
225,tall,1
225,wellgrown,1
226,far,1
226,looks,1
226,many,1
226,older,1
226,years,1
228,dressed,1
228,men,1
228,oddly,1
228,one,1
228,they,1
228,three,1
228,woman,1
228,wore,1
229,foot,1
229,hats,1
229,heads,1
229,point,1
229,rose,1
229,round,1
229,small,1
230,around,1
230,bells,1
230,brims,1
230,little,1
230,moved,1
230,sweetly,1
230,the,1
230,tinkled,1
231,blue,1
231,hat,1
231,hats,1
231,little,1
231,men,1
231,white,1
231,womans,1
232,gown,1
232,hung,1
232,over,1
232,pleats,1
232,shoulders,1
232,white,1
232,wore,1
233,diamonds,1
233,glistened,1
233,like,1
233,little,1
233,sprinkled,1
233,stars,1
233,sun,1
233,the,1
234,blue,1
234,dressed,1
234,hats,1
234,men,1
234,shade,1
234,wore,1
235,blue,1
235,boots,1
235,deep,1
235,men,1
235,roll,1
235,the,1
235,tops,1
235,wellpolished,1
236,dorothy,1
236,henry,1
236,old,1
236,thought,1
236,two,1
236,uncle,1
237,beards,1
237,but,1
237,doubtless,1
237,face,1
237,her,1
237,little,1
237,much,1
237,older,1
237,woman,1
238,covered,1
238,hair,1
238,nearly,1
238,rather,1
238,walked,1
238,white,1
238,wrinkles,1
239,stiffly,1
241,dorothy,1
241,drew,1
241,house,1
241,near,1
241,people,1
241,standing,1
241,when,1
242,afraid,1
242,among,1
242,doorway,1
242,paused,1
242,whispered,1
243,but,1
243,come,1
243,dorothy,1
243,farther,1
243,little,1
243,made,1
243,old,1
243,walked,1
243,woman,1
244,bow,1
244,low,1
244,said,1
244,sweet,1
244,voice,1
246,land,1
246,munchkins,1
246,noble,1
246,sorceress,1
246,welcome,1
246,you,1
247,grateful,1
247,killed,1
247,wicked,1
247,witch,1
248,bondage,1
248,east,1
248,free,1
248,people,1
248,setting,1
250,dorothy,1
250,listened,1
250,little,1
250,speech,1
250,what,1
250,wonder,1
251,calling,1
251,mean,1
251,possibly,1
251,saying,1
251,sorceress,1
251,woman,1
252,dorothy,1
252,east,1
252,harmless,1
252,innocent,1
252,killed,1
252,wicked,1
252,witch,1
253,carried,1
253,cyclone,1
253,girl,1
253,home,1
253,little,1
253,many,1
253,miles,1
254,anything,1
254,killed,1
254,life,1
254,never,1
256,answer,1
256,but,1
256,dorothy,1
256,evidently,1
256,expected,1
256,little,1
256,said,1
256,woman,1
257,hesitation,1
257,kind,1
257,mistake,1
257,must,1
257,you,1
258,anything,1
258,killed,1
260,anyway,1
260,house,1
260,laugh,1
260,little,1
260,old,1
260,replied,1
260,woman,1
260,your,1
261,continued,1
261,pointing,1
261,see,1
261,thing,1
262,corner,1
262,feet,1
262,house,1
262,sticking,1
262,still,1
262,there,1
262,two,1
263,block,1
263,wood,1
265,cry,1
265,dorothy,1
265,fright,1
265,gave,1
265,indeed,1
265,just,1
265,little,1
265,looked,1
265,there,1
266,beam,1
266,corner,1
266,feet,1
266,great,1
266,house,1
266,rested,1
266,two,1
267,pointed,1
267,shod,1
267,shoes,1
267,silver,1
267,sticking,1
267,toes,1
269,clasping,1
269,cried,1
269,dear,2
269,dorothy,1
269,hands,1
269,together,1
270,dismay,1
270,fallen,1
270,house,1
270,must,1
270,shall,1
270,the,1
270,whatever,1
272,calmly,1
272,done,1
272,little,1
272,nothing,1
272,said,1
272,there,1
272,woman,1
274,asked,1
274,but,1
274,dorothy,1
276,answered,1
276,east,1
276,little,1
276,said,1
276,she,1
276,wicked,1
276,witch,1
277,bondage,1
277,held,1
277,many,1
277,munchkins,1
277,she,1
277,woman,1
277,years,1
278,day,1
278,free,1
278,making,1
278,night,1
278,now,1
278,set,1
278,slave,1
279,favor,1
279,grateful,1
281,dorothy,1
281,inquired,1
281,munchkins,1
281,who,1
283,east,1
283,land,1
283,live,1
283,people,1
283,they,1
284,ruled,1
284,wicked,1
284,witch,1
286,are,1
286,asked,1
286,dorothy,1
286,munchkin,1
288,although,1
288,friend,1
288,land,1
288,live,1
288,north,1
289,dead,1
289,east,1
289,munchkins,1
289,saw,1
289,sent,1
289,swift,1
289,when,1
289,witch,1
290,came,1
290,messenger,1
290,north,1
290,witch,1
292,are,1
292,cried,1
292,dorothy,1
292,gracious,1
292,real,1
292,witch,1
294,answered,1
294,but,1
294,good,1
294,indeed,1
294,little,1
294,witch,1
294,woman,1
294,yes,1
295,love,1
295,people,1
295,powerful,1
295,wicked,1
295,witch,1
296,free,1
296,people,1
296,ruled,1
296,set,1
298,but,1
298,girl,1
298,half,1
298,said,1
298,thought,1
298,wicked,1
298,witches,1
299,facing,1
299,frightened,1
299,great,1
299,mistake,1
299,real,1
299,witch,1
300,four,1
300,land,1
300,there,1
300,two,1
300,witches,1
301,good,1
301,know,1
301,live,1
301,north,1
301,south,1
301,witches,1
302,mistaken,1
302,one,1
302,TRUE,1
303,dwelt,1
303,east,1
303,indeed,1
303,those,1
303,west,1
303,wicked,1
303,witches,1
304,killed,1
304,now,1
304,one,2
304,wicked,1
304,witch,1
305,land,1
305,lives,1
305,one,1
305,ozthe,1
305,west,1
307,aunt,1
307,but,1
307,dorothy,1
307,moments,1
307,said,1
307,thought,1
307,told,1
308,ago,1
308,deadyears,1
308,witches,1
308,years,1
310,aunt,1
310,inquired,1
310,little,1
310,old,1
310,who,1
310,woman,1
312,aunt,1
312,came,1
312,kansas,1
312,lives,1
312,she,1
314,bowed,1
314,head,1
314,north,1
314,seemed,1
314,the,1
314,think,1
314,time,1
314,witch,1
315,eyes,1
315,ground,1
315,looked,1
315,said,1
315,then,1
315,upon,1
316,country,1
316,heard,1
316,kansas,1
316,know,1
316,mentioned,1
316,never,1
317,but,1
317,civilized,1
317,country,1
317,tell,1
319,dorothy,1
319,replied,1
319,yes,1
321,accounts,1
321,believe,1
321,civilized,1
321,countries,1
321,then,1
322,but,1
322,left,1
322,magicians,1
322,sorceresses,1
322,witches,1
322,wizards,1
323,civilized,1
323,cut,1
323,land,1
323,never,1
323,see,1
324,rest,1
324,still,1
324,therefore,1
324,witches,1
324,world,1
325,amongst,1
325,wizards,1
327,asked,1
327,dorothy,1
327,who,1
327,wizards,1
329,answered,1
329,great,1
329,sinking,1
329,voice,1
329,witch,1
329,wizard,1
330,powerful,1
330,rest,1
330,together,1
330,whisper,1
331,city,1
331,emeralds,1
331,lives,1
333,another,1
333,ask,1
333,dorothy,1
333,going,1
333,just,1
333,munchkins,1
333,question,1
334,gave,1
334,loud,1
334,pointed,1
334,shout,1
334,silently,1
334,standing,1
335,corner,1
335,house,1
335,lying,1
335,wicked,1
335,witch,1
337,asked,1
337,began,1
337,little,1
337,looked,1
337,old,1
337,what,1
337,woman,1
338,dead,1
338,disappeared,1
338,entirely,1
338,feet,1
338,laugh,1
338,the,1
338,witch,1
339,left,1
339,nothing,1
339,shoes,1
339,silver,1
341,dried,1
341,explained,1
341,north,1
341,old,1
341,she,1
341,witch,1
342,but,1
342,end,1
342,quickly,1
342,shoes,1
342,silver,1
342,sun,1
342,that,1
343,picked,1
343,reached,1
343,shall,1
343,she,1
343,wear,1
344,dust,1
344,handed,1
344,shaking,1
344,shoes,1
345,dorothy,1
347,east,1
347,one,1
347,proud,1
347,said,1
347,shoes,1
347,silver,1
347,the,1
347,witch,1
348,charm,1
348,connected,1
348,munchkins,1
349,knew,1
349,never,1
351,carried,1
351,dorothy,1
351,house,1
351,placed,1
351,shoes,1
351,table,1
352,came,1
352,munchkins,1
352,said,1
352,then,1
354,anxious,1
354,aunt,1
354,back,1
354,get,1
354,sure,1
354,uncle,1
354,will,1
355,can,1
355,find,1
355,help,1
355,way,1
355,worry,1
357,another,1
357,first,1
357,looked,1
357,munchkins,1
357,one,1
357,the,1
357,witch,1
358,dorothy,1
358,heads,1
358,shook,1
360,desert,1
360,east,1
360,far,1
360,great,1
360,one,1
360,said,1
361,cross,1
361,live,1
361,none,1
363,another,1
363,said,1
363,south,1
364,country,1
364,quadlings,1
364,seen,1
364,south,1
364,the,1
366,and,1
366,man,1
366,said,1
366,third,1
366,told,1
366,west,1
367,country,1
367,live,1
367,ruled,1
367,wicked,1
367,winkies,1
367,witch,1
368,make,1
368,passed,1
368,slave,1
368,way,1
368,west,1
370,edge,1
370,home,1
370,lady,1
370,north,1
370,old,1
370,said,1
370,the,1
371,afraid,1
371,dear,1
371,desert,1
371,great,1
371,land,1
371,surrounds,1
372,live,1
372,will,1
374,among,1
374,began,1
374,dorothy,1
374,felt,1
374,lonely,1
374,sob,1
375,grieve,1
375,her,1
375,kindhearted,1
375,munchkins,1
375,people,1
375,seemed,1
375,strange,1
375,tears,1
376,began,1
376,handkerchiefs,1
376,immediately,1
376,took,1
376,weep,1
377,also,1
377,balanced,1
377,cap,1
377,little,1
377,old,1
377,took,1
377,woman,1
378,counted,1
378,end,1
378,nose,1
378,one,1
378,point,1
378,three,1
378,two,1
379,cap,1
379,changed,1
379,slate,1
379,solemn,1
379,voice,1
380,big,1
380,chalk,1
380,marks,1
380,white,1
380,written,1
383,city,1
383,dorothy,1
383,emeralds,1
383,let,1
383,the,1
386,little,1
386,nose,1
386,old,1
386,read,1
386,slate,1
386,the,1
386,took,1
386,woman,1
387,asked,1
387,dear,1
387,dorothy,1
387,name,1
387,words,1
389,answered,1
389,child,1
389,drying,1
389,looking,1
389,tears,1
389,yes,1
391,city,1
391,emeralds,1
391,help,1
391,must,1
391,perhaps,1
391,then,1
391,will,1
393,asked,1
393,city,1
393,dorothy,1
393,where,1
395,center,1
395,country,1
395,exactly,1
395,ruled,1
396,great,1
396,told,1
396,wizard,1
398,anxiously,1
398,girl,1
398,good,1
398,inquired,1
398,man,1
400,good,1
400,man,1
400,tell,1
400,whether,1
400,wizard,1
401,never,1
401,seen,1
403,asked,1
403,can,1
403,dorothy,1
403,get,1
403,how,1
405,country,1
405,journey,1
405,long,1
405,must,1
405,walk,1
405,you,1
406,dark,1
406,however,1
406,pleasant,1
406,sometimes,2
406,terrible,1
406,will,1
407,arts,1
407,harm,1
407,keep,1
407,know,1
407,magic,1
407,use,1
409,begun,1
409,girl,1
409,look,1
409,pleaded,1
409,upon,1
409,wont,1
410,friend,1
410,little,1
410,old,1
410,woman,1
412,give,1
412,kiss,1
412,replied,1
412,will,1
413,dare,1
413,injure,1
413,kissed,1
413,one,1
413,person,1
413,will,1
413,witch,1
414,north,1
416,came,1
416,close,1
416,dorothy,1
416,forehead,1
416,gently,1
416,kissed,1
416,she,1
416,where,1
417,dorothy,1
417,girl,1
417,left,1
417,lips,1
417,mark,1
417,round,1
417,shining,1
417,touched,1
418,found,1
418,soon,1
420,brick,1
420,city,1
420,emeralds,1
420,paved,1
420,road,1
420,said,1
420,the,1
420,yellow,1
421,afraid,1
421,get,1
421,miss,1
421,when,1
421,witch,1
422,ask,1
422,dear,1
422,goodbye,1
422,help,1
422,story,1
422,tell,1
424,bowed,1
424,journey,1
424,low,1
424,munchkins,1
424,pleasant,1
424,the,1
424,three,1
424,wished,1
425,away,1
425,dorothy,1
425,gave,1
425,the,1
425,trees,1
425,walked,1
425,witch,1
426,around,1
426,friendly,1
426,heel,1
426,left,1
426,little,1
426,nod,1
426,three,1
426,times,1
426,whirled,1
427,disappeared,1
427,little,1
427,much,1
427,straightway,1
427,surprise,1
427,toto,1
428,barked,1
428,enough,1
428,gone,1
428,loudly,1
429,afraid,1
429,even,1
429,growl,1
429,stood,1
431,but,1
431,disappear,1
431,dorothy,1
431,expected,1
431,knowing,1
431,witch,1
432,just,1
432,least,1
432,surprised,1
432,way,1
437,dorothy,1
437,how,1
437,saved,1
437,scarecrow,1
440,alone,1
440,began,1
440,dorothy,1
440,feel,1
440,hungry,1
440,left,1
440,went,1
440,when,1
441,bread,1
441,butter,1
441,cupboard,1
441,cut,1
441,spread,1
442,carried,1
442,gave,1
442,pail,1
442,she,1
442,shelf,1
442,taking,1
442,toto,1
443,brook,1
443,clear,1
443,filled,1
443,little,1
443,sparkling,1
443,water,1
444,bark,1
444,began,1
444,birds,1
444,ran,1
444,sitting,1
444,toto,1
444,trees,1
445,delicious,1
445,dorothy,1
445,fruit,1
445,get,1
445,hanging,1
445,saw,1
445,went,1
446,branches,1
446,finding,1
446,gathered,1
446,just,1
447,breakfast,1
447,help,1
447,wanted,1
449,back,1
449,helped,1
449,house,1
449,then,1
449,toto,1
449,went,1
450,clear,1
450,cool,1
450,drink,1
450,good,1
450,making,1
450,ready,1
450,set,1
450,water,1
451,city,1
451,emeralds,1
451,journey,1
453,clean,1
453,dorothy,1
453,dress,1
453,happened,1
453,one,1
454,bed,1
454,beside,1
454,checks,1
454,gingham,1
454,hanging,1
454,peg,1
454,white,1
455,although,1
455,blue,2
455,faded,1
455,many,1
455,somewhat,1
455,washings,1
456,carefully,1
456,frock,1
456,girl,1
456,pretty,1
456,still,1
456,the,1
456,washed,1
457,clean,1
457,dressed,1
457,gingham,1
457,pink,1
457,sunbonnet,1
457,tied,1
458,basket,1
458,bread,1
458,filled,1
458,head,1
458,little,1
458,she,1
458,took,1
459,cloth,1
459,cupboard,1
459,laying,1
459,looked,1
459,then,1
459,top,1
459,white,1
460,feet,1
460,noticed,1
460,old,1
460,shoes,1
460,worn,1
462,and,1
462,journey,1
462,long,1
462,never,1
462,said,1
462,surely,1
462,they,1
462,toto,1
462,will,1
463,black,1
463,eyes,1
463,face,1
463,little,1
463,looked,1
463,toto,1
463,wagged,1
464,knew,1
464,meant,1
464,show,1
464,tail,1
466,dorothy,1
466,lying,1
466,moment,1
466,saw,1
466,shoes,1
466,silver,1
466,table,1
467,belonged,1
467,east,1
467,witch,1
469,fit,1
469,just,1
469,said,1
469,they,1
469,toto,1
469,will,1
469,wonder,1
470,long,1
470,take,1
470,thing,1
470,walk,1
470,wear,1
472,leather,1
472,old,1
472,ones,1
472,she,1
472,shoes,1
472,silver,1
472,took,1
472,tried,1
473,fitted,1
473,made,1
473,well,1
475,basket,1
475,finally,1
475,picked,1
477,along,1
477,ask,1
477,city,1
477,come,1
477,emerald,1
477,said,1
477,toto,1
477,will,1
478,back,1
478,get,1
478,great,1
478,kansas,1
480,carefully,1
480,closed,1
480,door,1
480,key,1
480,locked,1
480,pocket,1
480,put,1
480,she,1
481,along,1
481,and,1
481,behind,1
481,dress,1
481,soberly,1
481,toto,1
481,trotting,1
482,journey,1
482,started,1
484,find,1
484,long,1
484,nearby,1
484,roads,1
484,several,1
484,take,1
484,there,1
485,bricks,1
485,one,1
485,paved,1
485,short,1
485,time,1
485,walking,1
485,within,1
485,yellow,1
486,briskly,1
486,city,1
486,emerald,1
486,merrily,1
486,shoes,1
486,silver,1
486,tinkling,1
486,toward,1
487,birds,1
487,bright,1
487,hard,1
487,roadbed,1
487,sang,1
487,shone,1
487,sun,1
487,the,1
487,yellow,1
488,bad,1
488,dorothy,1
488,feel,1
488,might,1
488,nearly,1
488,sweetly,1
